Randene,Guerrero,282438919,73,96,2020,1
Catlee,Lindsey,205252938,60,66,2019,0
Clarette,Estrada,220969409,64,74,2019,0
Brandea,Sandoval,276527199,62,,2019,1
Tera,Gibbs,322463213,60,76,2020,1
Cassandry,Tyler,300399167,86,100,2016,0
Shelley,Gross,326220528,47,83,2019,0
Dulcinea,Fitzgerald,305860511,58,98,2018,0
Anneliese,Stokes,274240057,75,92,2016,0
Lisabeth,Doyle,317002827,80,65,2018,1
Cathe,Sherman,322617789,90,83,2017,0
Siobhan,Saunders,217430952,83,77,2019,1
Alberta,Wise,269460483,66,78,2020,1
Dorice,Colon,304334473,50,88,2020,1
Issi,Gill,247316081,43,66,2016,0
Inna,Alvarado,245708204,99,74,2017,0
Sidoney,Greer,213174396,98,62,2019,1
Willabella,Padilla,216328985,64,78,2019,1
Carolina,Simon,268187881,91,62,2020,1
Giulia,Waters,217952992,63,60,2016,0
Anna-Diane,Nunez,238777512,64,75,2017,0
Carlen,Ballard,328332347,81,99,2020,0
Jannel,Schwartz,318982889,65,98,2018,1
Lenee,Mcbride,273230950,98,63,2020,1
Katleen,Houston,307397162,69,89,2020,1
Marley,Christensen,291128817,91,92,2020,0
Jillene,Klein,287966001,96,80,2019,0
Matti,Pratt,230652337,85,83,2016,0
Ulrika,Briggs,263005512,94,83,2016,0
Harli,Parsons,311288688,76,84,2017,0
Ivette,Mclaughlin,285736931,93,78,2018,0
Gabey,Zimmerman,204476102,88,68,2016,0
Christen,French,278510668,47,90,2018,0
Heidie,Buchanan,289516193,51,91,2020,0
Kamilah,Moran,242508004,47,87,2017,1
Bernardina,Copeland,227703807,40,100,2017,1
Estele,Roy,212918050,96,97,2020,1
Bamby,Pittman,290470839,84,74,2018,0
Theressa,Brady,232519741,58,70,2017,1
Drusilla,Mccormick,240292995,65,68,2018,1
Rosella,Holloway,225512810,66,75,2019,1
Ailsun,Brock,322816636,88,96,2019,0
Judith,Poole,203144123,86,64,2019,1
Delphine,Frank,259943148,49,88,2017,0
Courtney,Logan,225184436,50,94,2019,1
Druci,Owen,314435250,63,77,2016,1
Merrile,Bass,216138225,56,89,2020,0
Vitia,Marsh,257513043,83,74,2016,1
Daniela,Drake,256312543,76,91,2016,0
Atalanta,Wong,280447592,47,80,2017,1
Berget,Jefferson,213818728,77,83,2017,1
Berthe,Park,232631632,45,94,2019,1
Winonah,Morton,217643074,60,91,2017,0
Jori,Abbott,304972489,52,83,2016,0
Manya,Sparks,324904299,66,66,2016,0
Charline,Patrick,206479412,72,98,2018,1
Joni,Norton,312473778,61,95,2018,0
Sasha,Huff,245781692,71,82,2019,1
Deedee,Clayton,221169510,68,76,2017,0
Erin,Massey,292212924,59,70,2019,1
Chandal,Lloyd,284385668,90,91,2020,0
Cornie,Figueroa,214015482,69,86,2017,1
Iona,Carson,293819721,71,98,2020,0
Camila,Bowers,303876642,95,83,2019,1
Modesta,Roberson,271193037,57,78,2017,1
Sandye,Barton,291206009,50,89,2017,1
Leodora,Tran,323079241,93,77,2020,0
Dolores,Lamb,325239136,63,85,2020,1
Gertrud,Harrington,327364844,41,95,2018,1
Nadya,Casey,317223175,67,84,2017,0
Tate,Boone,317887280,57,92,2017,0
Emmaline,Cortez,319748208,46,84,2020,0
Lorain,Clarke,200269947,66,79,2018,0
Addia,Mathis,234373343,60,100,2018,0
Alissa,Singleton,259753386,56,75,2016,0
Marj,Wilkins,317481763,52,74,2017,0
Dionis,Cain,281336640,82,90,2018,0
Elisabet,Bryan,257836004,60,95,2018,1
Loutitia,Underwood,212564473,64,94,2019,1
Gussi,Hogan,270985763,48,91,2017,1
Babita,Mckenzie,228983168,65,96,2019,1
Kimberli,Collier,207730096,80,66,2016,1
Hollie,Luna,268549192,99,64,2018,1
Wenonah,Phelps,299876267,78,97,2016,0
Tera,Mcguire,286896106,54,83,2018,1
Paola,Allison,225648368,92,84,2017,1
Susann,Bridges,231940792,83,70,2016,1
Ethelind,Wilkerson,260020688,70,92,2017,1
Carly,Nash,228643415,57,70,2020,1
Jannel,Summers,314683153,92,85,2016,1
Nanon,Atkins,300177577,56,74,2017,1
Celine,Wilcox,324350894,74,72,2019,1
Janeta,Pitts,206199630,92,66,2019,1
Nert,Conley,265468895,53,62,2020,0
Meara,Marquez,251459204,71,64,2019,1
Dominica,Burnett,294154202,62,98,2018,0
Winnifred,Richard,276515357,47,62,2018,1
Dorise,Cochran,259046491,47,72,2019,1
Peri,Chase,248242003,53,89,2016,0
Fanechka,Davenport,226385669,91,86,2017,1
Latashia,Hood,305344840,84,60,2018,0
Luciana,Gates,265171479,99,85,2018,1
Alina,Clay,267841566,82,80,2020,0
Annabela,Ayala,205701533,55,63,2016,1
Alexia,Sawyer,244146285,76,73,2017,1
Lonnie,Roman,310584858,64,83,2016,0
Ofilia,Vazquez,227188452,58,80,2020,1
Nan,Dickerson,315780474,54,77,2019,1
Teresita,Hodge,290018092,77,74,2016,1
Geneva,Acosta,232791978,75,99,2018,0
Demetris,Flynn,285303513,95,82,2017,1
Chantalle,Espinoza,329482347,90,73,2018,0
Kathi,Nicholson,317571544,52,96,2016,0
Manda,Monroe,303196118,94,100,2016,0
Minta,Wolf,211824215,59,68,2018,0
Nonah,Morrow,288055299,61,75,2017,0
Arlina,Kirk,270901992,54,84,2017,0
Euphemia,Randall,302133722,89,99,2016,1
Ranique,Anthony,275982452,99,80,2019,0
Elli,Whitaker,278060897,62,98,2016,0
Corenda,Oconnor,280934850,53,96,2020,1
Fawnia,Skinner,300832269,43,100,2017,0
Ki,Ware,308290841,72,90,2020,1
Letta,Molina,224952749,55,93,2018,1
Trescha,Kirby,327891168,91,99,2018,1
Magdalen,Huffman,288606854,40,93,2018,1
Willi,Bradford,294381731,69,80,2016,0
Leena,Charles,237894055,71,69,2019,1
Lynnea,Gilmore,309912900,60,85,2019,0
Star,Dominguez,277643202,72,100,2018,1
Susannah,Oneal,242562702,46,90,2017,1
Bonni,Bruce,213044010,82,74,2017,0
Jazmin,Lang,230441454,84,96,2020,0
Georgine,Combs,238601521,41,66,2018,1
Ranique,Kramer,230883908,92,81,2017,1
Coleen,Heath,273908851,42,74,2020,0
Liz,Hancock,250940514,100,98,2020,0
Adrienne,Gallagher,260566812,79,96,2016,0
Sarene,Gaines,309329730,100,66,2018,1
Gloriana,Shaffer,211871586,85,88,2017,0
Rosabella,Short,286817329,58,80,2017,1
Modesty,Wiggins,265248017,82,66,2016,0
Christean,Mathews,252802873,75,80,2018,0
Hanny,Mcclain,220434412,69,90,2018,0
Gaye,Fischer,207031458,60,61,2017,0
Ange,Wall,299364031,77,91,2016,1
Caril,Small,322960589,53,83,2017,1
Fionna,Melton,301914776,62,82,2018,1
Gill,Hensley,271485423,95,100,2018,0
Nicola,Bond,238715254,63,66,2020,1
Celina,Dyer,247878399,46,61,2016,0
Catie,Cameron,227622308,76,66,2016,0
Tony,Grimes,280703578,65,89,2017,0
Renie,Contreras,324602708,42,76,2018,1
Edith,Christian,278418880,75,65,2016,0
Kathryn,Wyatt,297847535,96,89,2019,1
Electra,Baxter,215659278,68,96,2016,0
Othelia,Snow,273544511,62,60,2019,0
Eimile,Mosley,240298828,42,68,2018,1
Romona,Shepherd,290614367,90,64,2017,1
Dina,Larsen,222547249,99,71,2017,0
Vickie,Hoover,249683314,61,63,2017,0
Nannie,Beasley,213127061,62,97,2019,1
Katrina,Glenn,296040274,73,100,2019,1
Harmony,Petersen,217063821,58,65,2018,1
Juditha,Whitehead,272025544,40,74,2018,1
Ranique,Meyers,237401450,99,82,2020,1
Tamarra,Keith,244333433,60,79,2017,1
Twila,Garrison,321868303,46,70,2019,0
Twila,Vincent,213630510,40,100,2016,1
Maire,Shields,255444865,91,71,2018,0
Denny,Horn,240763206,40,69,2018,1
Merna,Savage,237754987,65,67,2016,0
Aurore,Olsen,309279769,88,71,2016,0
Leeann,Schroeder,300541495,61,75,2020,0
Conchita,Hartman,316229607,59,63,2019,0
Rosalind,Woodard,229582510,82,98,2016,1
Rachele,Mueller,237233100,68,87,2017,1
Yolanda,Kemp,304476596,86,70,2016,1
Bobette,Deleon,248814985,76,90,2020,1
Viviyan,Booth,324811454,85,100,2019,0
Frances,Patel,302994062,42,93,2020,1
Atlanta,Calhoun,236055227,80,94,2019,0
Roxane,Wiley,305940994,69,67,2020,1
Roxanna,Eaton,212286493,63,74,2016,1
Sile,Cline,236405040,99,97,2020,1
Natka,Navarro,204394811,92,94,2020,1
Brina,Harrell,284520413,43,79,2020,0
Jaynell,Lester,289415625,60,88,2017,1
Jeannette,Humphrey,329530151,66,85,2016,1
Hilliary,Parrish,224960717,97,60,2016,1
Melinda,Duran,204669543,69,74,2017,0
Ivett,Hutchinson,316537192,65,75,2017,1
Leonora,Hess,230669228,45,61,2017,1
Riva,Dorsey,261278926,90,91,2019,1
Ashely,Bullock,305616518,77,65,2020,0
Patti,Robles,227997163,66,94,2016,1
Allyn,Beard,206404854,54,80,2018,1
Carolan,Dalton,317066064,47,77,2019,0
Samaria,Avila,285501249,97,87,2017,0
Darleen,Vance,281195936,91,90,2020,1
Marrilee,Rich,307593334,85,98,2018,0
Nerita,Blackwell,309774146,63,75,2018,0
Evaleen,York,254699960,100,81,2020,1
Charisse,Johns,259013258,89,81,2019,0
Lise,Blankenship,327392222,54,75,2018,1
Fancy,Trevino,262868027,71,64,2016,0
Jewel,Salinas,213504389,62,76,2016,1
